id	mass			x		y	
0	1.98892e+30	-1.08589e+09	1.59405e+10
1	1.19484e+23	-3.33169e+12	1.03376e+12
2	2.38968e+23	4.29418e+12	-7.08779e+12
3	3.58452e+23	2.84329e+12	1.63937e+12
4	1.15899e+25	1.21964e+11	-2.20283e+11
5	5.9742e+23	-8.25357e+11	-7.16497e+12
6	7.16904e+23	-2.12076e+12	9.11045e+12
7	4.39701e+25	-3.20999e+12	2.47707e+11
8	9.55872e+23	-1.20851e+12	-4.88034e+12
9	1.07536e+24	2.81189e+12	4.3331e+11
10	1.19484e+24	-7.19652e+12	-4.61298e+12
11	1.31432e+24	1.58951e+12	-9.65387e+12
12	1.43381e+24	-5.26724e+12	4.29842e+11
13	1.55329e+24	-3.32533e+11	3.99404e+12
14	1.67278e+24	-3.39307e+12	6.09246e+12
15	1.79226e+24	1.37119e+12	-1.17669e+12
16	1.91174e+24	3.88636e+11	-6.18707e+12
17	2.03123e+24	-2.58501e+12	3.97142e+12
18	2.15071e+24	-8.50983e+11	3.03481e+11
19	2.68839e+25	6.35402e+11	-5.18656e+11
20	2.38968e+24	-9.39624e+11	8.16305e+11
21	2.50916e+24	6.20058e+12	1.27005e+12
22	2.62865e+24	3.8211e+12	-6.24508e+12
23	2.74813e+24	-3.35218e+12	-8.46801e+12
24	2.86762e+24	-6.89522e+12	3.98944e+12
25	2.9871e+24	-5.66412e+11	-3.44056e+12
26	3.10658e+24	-8.17465e+11	-2.26194e+11
27	3.22607e+24	-5.04759e+12	-2.01944e+12
28	3.34555e+24	2.77075e+12	3.34768e+12
29	6.05784e+25	-1.73247e+11	-3.32057e+11
30	3.58452e+24	6.23789e+12	7.28548e+12
31	3.704e+24	-8.7416e+11	-1.25598e+11
32	3.82349e+24	8.03869e+11	-5.16674e+12
33	3.94297e+24	-1.22881e+12	-6.53859e+12
34	4.06246e+24	4.44955e+11	-1.74718e+12
35	4.18194e+24	5.08078e+12	-1.72018e+12
36	4.30142e+24	7.39504e+12	-1.96815e+12
37	4.42091e+24	-2.36305e+12	-4.36875e+12
38	4.54039e+24	8.68645e+11	-7.79312e+11
39	4.65988e+24	5.29649e+12	-1.35199e+11
40	1.23069e+25	9.01608e+11	-4.38435e+11
41	4.89884e+24	7.80335e+11	5.10425e+12
42	5.01833e+24	-3.67417e+12	2.57177e+12
